code,car_models
021376-4,GLC 250 Coupe Highway 4MATIC 2.0 TB Aut.
021377-2,C-180 CGI Coupe Avant. 1.6 TB 16V Aut.
021378-0,CLA-200 1.6 TB 16V Flex Aut.
021379-9,C-300 Sport 2.0 16V Aut.
021380-2,C-300 Estate Avantgarde 2.0 245cv Aut.
021381-0,C-250 Avantgarde 2.0 TB 211cv Aut.
021382-9,E-43 AMG 4MATIC 3.0 V6 401cv Aut.
021383-7,E-63 S AMG 4MATIC 4.0 V8 612cv
021384-5,GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.
021385-3,S-500 Maybach 4.7 Bi-Turbo V8 455cv Aut.
021386-1,E-300 Coupe 2.0 TB 245cv Aut.
021387-0,GT R AMG 4.0 V8 Bi-Turbo 585cv
021388-8,GLE-43 AMG 4MATIC 3.0 V6 Bi-TB Aut.
021389-6,GLS-63 AMG 4MATIC 5.5 V8 Bi-TB Aut.
021390-0,GT C Roadster AMG 4.0 V8 Bi-Turbo 
021391-8,CLA-180 1.6 16V 122cv Aut.
021392-6,S-560L 4.0 Bi-Turbo V8 469cv Aut.
021393-4,E-300 Cabriolet 2.0 TB 245cv Aut.
021394-2,GLC-63 S AMG 4MATIC Coupe 4.0 Bi-TB V8
021395-0,G-63 AMG 4MATIC 4.0 V8 Bi-TB 585cv Aut.
021396-9,G-63 AMG ED1 4MATIC 4.0 V8 Bi-TB Aut.
021397-7,GLA 200 Night 1.6. TB 16V Flex Aut.
021398-5,S-65 AMG Coupe 6.0 Bi-TB V12 630cv Aut.
021399-3,C-200 1.5 TB 16V 183cv Aut. (Híbrido)
021400-0,S-63 Coupe AMG 4MATIC 4.0 V8 Bi-TB Aut.
021401-9,A 250 2.0 TB Launch Edition
021402-7,A 250 2.0 TB Hatch Vision
021403-5,GLC-63 AMG 4MATIC 4.0 Bi-TB V8
021404-3,GT 63 S AMG 4.0 V8 Bi-Turbo
021405-1,CLS-53 AMG 3.0 TB 4MATIC+ (Híbrido)
021406-0,E-53 AMG 3.0 TB 24V 4MATIC+ Aut. (Híb.)
021407-8,A 200 1.3 TB Style Aut.
021408-6,A 200 1.3 TB Advance Aut.
021409-4,C-300 Coupé Sport 2.0 16V Aut.
021410-8,E-300 Exclusive 2.0 TB 258cv Aut.
021411-6,E-300 Avantgarde 2.0 TB 258cv Aut.
021412-4,CLS-450 3.0 TB 4MATIC SPORT (Híbrido)
021413-2,CLA-250 2.0 16V TB Aut.
021414-0,A35 AMG Laun. Edition 4MATIC 2.0 TB Aut
021415-9,GLC 220D 2.0 TB 4M Off-Road Diesel
021416-7,GLC 220D 2.0 TB 4M Enduro Diesel
021417-5,A 200 1.3 TB Hatch Aut.
021418-3,CLS-450 3.0 TB 4MATIC (Híb.) 
021419-1,Sprinter 416 VAN L. T.B. 16L 2.2 Diesel
021420-5,Sprinter 416 VAN L. T.B. 10L 2.2 Diesel
021421-3,Sprinter 416 VAN L. T.A. 10L 2.2 Diesel
021422-1,Sprinter 416 VAN L. T.A. 16L 2.2 Diesel
021423-0,GLC 300 Coupe 4MATIC 2.0 TB 16V Aut.
021424-8,Sprinter 314 Furgão Longo T.A. 2.2 Dies.
021425-6,Sprinter 314 Furgão Curto T.B. 2.2 Dies.
021426-4,Sprinter 314 Furgão E.L. T.A. 2.2 Dies.
021427-2,Sprinter 416 Chassi Longo T.B. 2.2 Dies.
021428-0,Sprinter 516 Chassi Longo T.B. 2.2 Dies.
021429-9,Sprinter 516 Chassi E.L. T.B. 2.2 Dies.
021430-2,Sprinter 314 Furgão Longo T.B. 2.2 Dies.
021431-0,Sprinter 416 Furgão Longo T.A. 2.2 Dies.
021432-9,Sprinter 416 Furgão Longo T.B. 2.2 Dies.
021433-7,Sprinter 416 Furgão Curto T.B. 2.2 Dies.
021434-5,Sprinter 416 Furgão E.L. T. A. 2.2 Dies.
021435-3,Sprinter 516 Furgão E.L.T. Alto 2.2 Dies
021436-1,C-180 CGI Coupe Sport 1.5 TB 16V Aut.
021437-0,Sprinter 516 VAN E.L. T.A. 18L 2.2 Dies.
021438-8,Sprinter 516 VAN E.L. T.A. 21L 2.2 Dies.
021439-6,Sprinter 314 Chassi Longo T.B. 2.2 Dies.
021440-0,Sprinter 314 Chassi E.L T.B. 2.2 Dies.
021441-8,CLA-35 AMG Launch Edition 4MATIC 2.0 TB
021442-6,GLE-400 3.0 TB 4MATIC Diesel Aut.
021443-4,GLE-53 AMG 3.0 TB 4MATIC+ (Híbrido)
021444-2,Sprinter 416 F. Vidrado E.L T.A. 2.2 Die
021445-0,Sprinter 416 F. Vidrado L. T.A. 2.2 Die.
021446-9,Sprinter 516 F.Vidrado E.L. T.A. 2.2 Die
021447-7,A-35 AMG 4MATIC 2.0 TB Aut.
021448-5,A-35 AMG Sedan 4MATIC 2.0 TB Aut.
021449-3,GT 43 AMG 3.0 Bi-Turbo Aut. (Híbrido)
021450-7,CLA-35 AMG 4MATIC 2.0 TB Aut.
021451-5,CLA-45 S AMG 4MATIC CGI 2.0 TB Aut.
021452-3,A-45 S AMG 4MATIC CGI 2.0 TB Aut.
021453-1,Sprinter 516 VAN E.L. T.A 20L 2.2 Dies.
021454-0,EQC 400 4MATIC 408CV (Elétrico)
021455-8,GLB 200 Launch Edition 1.3 TB 16V Aut.
021456-6,GLE-400 3.0 TB 4MATIC Coupe Diesel Aut.
021457-4,E-300 Avantgarde Sport 2.0 TB 258cv Aut.
021458-2,A 250 2.0 TB Hatch
021459-0,GLA 200 AMG Line 1.3 16V TB Aut.
021460-4,GLS 450 4M 3.0 Bi-TB Aut. (Híbrido)
021461-2,GLE-63 S AMG 4M+ Coupé 4.0 Aut
021462-0,GLB 200 Advance 1.3 TB 16V Aut.
021463-9,GLB 200 Progressive 1.3 TB 16V Aut.
021464-7,G-63 AMG 4M 4.0 Bi-TB Magno Edition Aut.
021465-5,E-300 AMG Line 2.0 TB 258cv Aut.
021466-3,E-63 S AMG 4MATIC Final Ed. 4.0 V8 612cv
021467-1,C-300 AMG Line 2.0 TB Aut. (Híbrido)
021468-0,C-200 AMG Line EQ Boost 1.5 TB (Hib.)
021469-8,GLC-300 AMG Line Coupe 4M 2.0 TB Aut.
021470-1,GT AMG BLACK SERIES 4.0 V8 Bi-Turbo
021471-0,GLA 35 AMG 4MATIC 2.0 Turbo Aut.
021472-8,GLB 35 AMG 4MATIC 2.0 Turbo Aut.
021473-6,EQC 400 4MATIC AMG Line (Elétrico)
021474-4,Sprinter 315 Furg.Str. E.L.T.A. 2.0 Dies
021475-2,Sprinter 315 Furgão Str.Curto 2.0 Dies.
021476-0,Sprinter 315 Furgão Str. L T.B 2.0 Dies.
021477-9,Sprinter 315 Furgão Str. L T.A 2.0 Dies.
021478-7,Sprinter 315 Truck E.Longo T.B 2.0 Dies.
021479-5,Sprinter 315 Truck Longo T.B 2.0 Dies.
021480-9,Sprinter 314 Truck Longo T.B. 2.2 Dies.
021481-7,Sprinter 314 Truck E.Longo T.B. 2.2 Dies
021482-5,EQS 53 AMG 4MATIC+ ( Elétrico) 
021483-3,EQE 300 Edition One (Elétrico) 
021484-1,EQA 250 (Elétrico)
021485-0,EQB 250 (Elétrico)
021488-4,Sprinter 417 Chassi L.T.B. Dies. (E6)
021490-6,Sprinter 417 Furgão Curto T.B. Die. (E6)
021492-2,Sprinter 417 F. Vidrado L.T.A. Die. (E6)
021493-0,Sprinter 417 Furgão Longo T.B Die. (E6)
021494-9,Sprinter 417 Furgão Ext. L.T.A Die. (E6)
021495-7,Spri. 417 F Vidr. Extra L.T.A. Die. (E6)
021496-5,Sprinter 417 Furgão L.T.A. Diesel (E6)
021497-3,Sprinter 417 VAN L.T.A. 16L Diesel (E6)
021498-1,Sprinter 417 VAN L.T.A. 10L Diesel (E6)
021499-0,Sprinter 417 VAN L.T.B 16L Diesel( E6)
021500-7,Sprinter 417 VAN L.T.B 10L Diesel (E6)
021501-5,Sprinter 517 Chassi Longo T.B. Die. (E6)
021502-3,Sprinter 517 Chassi E.Lon. T.B. Die.(E6)
021503-1,Sprinter 517 F. Ext. L. T.A. Die. (E6)
021504-0,Sprinter 517 F. Ext. L.P.T.A. Die. (E6)
021505-8,Sprinter 517 F.Vidr. E.L.P.T.A. Die (E6)
021506-6,Sprinter 517 VAN L.T.A. 18L Diesel (E6)
021507-4,Sprin. 517 VAN E.L.P.T.A. 21L Die. (E6)
021508-2,Sprin. 517 VAN E.L.P.T.A. 20L Die. (E6)
021509-0,A 200 AMG Line 1.3 TB Aut.
048001-0,Mystique GS 2.5 V6 Mec.
048002-9,Sable LS 3.0 V6
076001-3,550 1.8 16V Turbo 170cv Aut.
076002-1,MG6 1.8 16V Turbo 170cv Aut.
071001-6,COOPER 1.6 Mec.
071002-4,COOPER 1.6 Aut.
071003-2,COOPER S 1.6 Aut.
071004-0,COOPER S Clubman 1.6 Aut.
071005-9,COOPER CABRIO 1.6 Aut.
071006-7,COOPER CABRIO S 1.6 Aut.
071007-5,COOPER Countryman S ALL4 1.6 Aut.
071008-3,COOPER John Works 1.6 Mec.
071009-1,COOPER Countryman S 1.6 Aut.
071010-5,COOPER Countryman 1.6 Aut.
071011-3,ONE 1.6 Mec.
071012-1,COOPER CABRIO John Works 1.6 Mec.
071013-0,COOPER COUPE 1.6 Aut.
071014-8,COOPER COUPE S 1.6 Aut.
071015-6,COOPER Clubman 1.6 Aut.
071016-4,ONE 1.6 Aut.
071017-2,COOPER ROADSTER 1.6 Aut.
071018-0,COOPER ROADSTER S 1.6 Aut.
071019-9,COOPER PACEMAN S 1.6 16V 184cv Aut.
071020-2,COOPER CABRIO S HIGHGATE 1.6 Aut.
071021-0,COOPER John Works 1.6 Aut.
071022-9,COOPER COUPE John Works 1.6 Aut.
071023-7,COOPER ROADSTER John Works 1.6 Aut.
071024-5,COOPER CABRIO John Works 1.6 Aut.
071025-3,COOPER S BAYSWATER 1.6 Aut.
071026-1,COOPER PACEMAN S ALL4 1.6 16V Aut.
071027-0,COOPER Country. John Works ALL4 1.6 Aut.
071028-8,COOPER PACEMAN S John Works ALL4 1.6 Aut
071029-6,COOPER 1.5 Turbo 12V 3p Aut.
071030-0,COOPER S 2.0 Turbo 16v 3p Aut.
071031-8,COOPER S 2.0 Turbo 16V 3p Mec.
071032-6,COOPER S 2.0 Turbo 16V 5p Aut.
071033-4,COOPER 1.5 Turbo 12V 5p Aut.
071034-2,COOPER John Works 2.0 Turbo 3p Aut.
071035-0,COOPER S Clubman 2.0 Aut.
071036-9,COOPER CABRIO S 2.0 16V Aut.
071037-7,COOPER Countryman 1.5 Turbo Aut.
071038-5,COOPER Countryman S 2.0 Turbo Aut.
071039-3,COOPER Countryman S ALL4 2.0 Turbo Aut.
071040-7,COOPER S SEVEN 2.0 TURBO 16V 3p Aut.
071041-5,COOPER Country. John Works ALL4 2.0 Aut.
071042-3,ONE 1.2 12V Turbo 2p Mec.
071043-1,COOPER CABRIO 1.5 Turbo 12V Aut.
071044-0,COOPER CABRIO John Works 2.0 Aut.
071045-8,COOPER Countryman S E ALL4 1.5 (Híb.)
071046-6,COOPER Clubman John Work ALL4 2.0 Aut.
071047-4,COOPER John Works GP3 2.0 Turbo 3p Aut.
071048-2,COOPER SE Top 3p (Elétrico)
071049-0,COOPER SE Exclusive 3p (Elétrico)
071050-4,COOPER SE Top Collection 3p (Elétrico)
071051-2,COOPER COU. SE SHAD. ED. ALL4 1.5 (Híb.)
071052-0,COOPER SE Resolute Edition 3p (Elétrico)
071053-9,COOPER John.W.Pat.Moss 2.0 Turbo 3p Aut.
071054-7,COOPER SE Sport 3p (Elétrico)
071055-5,COOPER SE Multitone Edit. 3p (Elétrico)
071056-3,COOPER John Works 25K Edit. 2.0 Turbo 3p
022001-9,3000 GT VR-4
022002-7,Colt GLXi
022003-5,Colt GTi Mec
022004-3,Eclipse GS/ GS Turbo Mec
022005-1,Expo SP Van 2.3 16V
022006-0,Galant ES
022008-6,L200 2.5 4x2 Turbo Diesel
022009-4,L200 2.5 4x4 CD Turbo Diesel
022010-8,L300 Top/Luxo 2.5 Diesel
022011-6,Lancer GLX
022012-4,Lancer GTi Mec
022014-0,Pajero GLS 2.8 Diesel Turbo Mec.
022015-9,Pajero GLX 3.0 V6 4p Mec
022016-7,Pajero GLX 2.8 Diesel 4p Mec
022017-5,Space Wagon/ GLXi 2.4
022018-3,Pajero Sport 3.0 4x2 V6 Mec./Aut.
022019-1,Pajero Sport 3.0 4x4 V6 Mec./Aut.
022020-5,Pajero GLS 3.5 V6 4p Aut.
022021-3,Pajero GLS 3.5 V6 2p Mec.
022022-1,Pajero GLS 3.5 V6 2p Aut
022023-0,Pajero iO Mec.
022024-8,Pajero iO Aut.
022025-6,Galant 2.0
022026-4,Galant 2.5 V6
022027-2,L300 Base/DX/Canter 2.5 Diesel
022028-0,L200 GL 2.5 4X4 CD Diesel
022029-9,L200 GLS 2.5 4X4 CD Diesel
022030-2,Diamant LS 3.0 V6
022031-0,Eclipse GSX 2.0 16V Turbo
022032-9,Eclipse GST 2.0 16V Turbo
022033-7,Mirage LS
022034-5,Mirage ES
022035-3,Mirage GS 16V/ GLSi1.6
022036-1,Lancer Evol. 2.0 Turbo
022037-0,Lancer LS 1.8
022038-8,Pajero GLS 3.0 V6 2p Mec.
022039-6,Pajero GLS 3.5 V6 Top 2p Aut
022040-0,Pajero GLS 3.5 V6 Top 4p Aut
022041-8,3000 GT SL 3.0
022042-6,Expo LRV Sport 2.3 16V
022043-4,L200 Sport 2.5 4x4 CD Turbo Diesel
022046-9,Montero 2.8 Diesel
022047-7,Pajero GLS 3.0 V6 4p Mec.
022048-5,Pajero Evolution 4x4 3.5 V6
022049-3,Pajero GLZ 2.8 4x4 Turbo Diesel
022050-7,Pajero GLZ 3.0 4x4 V6
022051-5,Space Wagon GLXi 2.4 (Nova Série)
022052-3,Space Wagon GLS 2.0
022053-1,Space Wagon GLS 2.4
022054-0,Pajero GLS 2.8 Diesel Turbo Aut.
022055-8,Pajero GLS 3.0 V6 4p Aut.
022056-6,Galant GS 2.0 V6
022057-4,Pajero Sport 2.8 4x4 Diesel Mec.
022058-2,Pajero Sport 2.8 4x4 Diesel Aut.
022059-0,Eclipse GT 3.0 V6 24V
022060-4,L200 L 2.5 4X4 CD Turbo Diesel
022061-2,Pajero GLS 3.0 V6 2p Aut.
022062-0,Pajero GLS 3.5 V6 4p Mec.
022063-9,Lancer Evol. VI 2.0 Turbo 4p
022064-7,Pajero Sport SE/ HPE 3.0 4x4 177cv Aut.
022065-5,Pajero iO SE 1.8 16V Aut.
022066-3,Pajero Sport SE/ HPE 2.8 4x4 Diesel Aut.
022067-1,Pajero iO SE 1.8 16V Mec.
022069-8,L200 Evolution 3.2 4x4 TB Int. Diesel
022070-1,L200 2.5 4x2 CD Turbo Diesel
022071-0,L200 HPE 2.5 8V 95cv/118cv TB-IC Diesel
022072-8,Lancer Evolut. VII/ VIII/ IX 2.0 280cv T
022073-6,Pajero Sport SE 3.0 4x2 V6 177cv Aut.
022074-4,Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Mec.
022075-2,Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Aut.
022076-0,L200 RI/ RII/ RIII CD 2.5 TB Int. Diesel
022077-9,Airtrek 2.4 16V 163cv/ 136cv 4x4 5p Aut.
022078-7,L200 Sport HPE 2.5 4x4 CD DTI Dies. Aut.
022079-5,L200 Sport HPE 2.5 4x4 CD DTI Dies. Mec.
022080-9,L200 GLS Sport 2.5 4x4 121cv CD DTI Dies
022081-7,L200 Savana 2.5 4x4 121cv CD DTI Dies.
022082-5,Pajero GLS HPE/HPE Full 3.8 233cv 3p Aut
022083-3,Pajero GLS HPE/HPE Full 3.8 233cv 5p Aut
022084-1,L200 Sport RS 2.5 CD DTI (passeio) Dies.
022085-0,GRANDIS 2.4 16V 163cv 5p Aut.
022086-8,Pajero TR4 2.0 Blind. 16V 131cv 4x4 Mec.
022087-6,Pajero TR4 2.0 Blind. 16V 131cv 4x4 Aut.
022088-4,Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.
022089-2,Pajero Sport HPE 3.5 4x4 200cv Aut.
022090-6,Pajero Sport HPE 2.5 4x4 Diesel Aut.
022091-4,Pajero Sport HPE 2.5 4x4 Diesel Mec.
022092-2,L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel
022093-0,L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.
022094-9,L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Aut.
022095-7,Lancer Evolut. IX MR 2.0 290cv TB-IC
022096-5,Eclipse GT 3.8 V6 267cv
022097-3,Airtrek 2.0 16V TB-IC 202cv 4x4 5p
022098-1,Pajero GLS Full 3.8 V6 250cv 5p Aut.
022099-0,Pajero HPE Full 3.8 V6 250cv 3p Aut.
022100-7,Pajero HPE Full 3.8 V6 250cv 5p Aut.
022101-5,OUTLANDER 3.0/ GT 3.0 V6 Aut.
022102-3,L200 Triton HPE 3.5 CD V6 24V Flex Aut.
022103-1,L200 Triton HPE 3.2 CD TB Int.Diesel Aut
022104-0,L200 Triton HPE 3.2 CD TB Int.Diesel Mec
022105-8,Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.
022106-6,Pajero Full GLS/GLS/PKHPE 3.2 Dies.TI 5p
022107-4,Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut
022108-2,OUTLANDER 2.4 16V 170cv Aut.
022109-0,Pajero Sport 3.5 V6 Flex 4x4 Aut.
022110-4,Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.
022111-2,Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.
022112-0,Lancer Evolution X 2.0 16V 295cv TB Int.
022113-9,ASX 2.0 16V 160cv Aut.
022114-7,ASX 2.0 16V 160cv Mec.
022115-5,ASX 2.0 16V 4x4 160cv Aut.
022116-3,OUTLANDER 2.0 16V 160cv Aut.
022117-1,L200 Triton XB 3.2 CD TB Int.Diesel Mec.
022118-0,Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.
022119-8,Lancer Sport Ralliart 2.0 16V TB Int. 5p
022120-1,Lancer GT 2.0 16V 160cv Aut.
022121-0,Pajero TR4 2.0 Flex 16V 4X2 Mec.
022122-8,Pajero TR4 2.0 Flex 16V 4X2 Aut.
022123-6,Lancer 2.0 16V 160cv Aut.
022124-4,Lancer 2.0 16V 160cv Mec.
022125-2,L200 Triton GLX 3.2 CD TB Int.Diesel Mec
022126-0,L200 Triton GLS 3.2 CD TB Int.Diesel Mec
022127-9,Pajero DAKAR HPE 3.2 4x4 T.I Dies 5p Aut
022128-7,L200 Triton Savana 3.2 CD TBI Dies. Mec.
022129-5,Lancer GT 2.0 16V 4X4 160cv Aut.
022130-9,L200 Triton HLS 2.4 Flex 16V CD Mec.
022131-7,Lancer Evol. X J. Easton 2.0 16V TB Int.
022132-5,Pajero 3.2 4x4 T.I. Dies. 5p Aut
022133-3,Pajero HPE 3.2 4x4 T.I. Dies. 5p Aut.
022134-1,Pajero HPE 3.5 4x4 Flex 5p Aut.
022135-0,L200 Triton Savanaoff 3.2 CD TBI Die.Mec
022136-8,OUTLANDER 2.0 16V 4x4 Aut. (Híbrido)
022137-6,Lancer HLE 2.0 16V 160cv Aut.
022138-4,Lancer HL 2.0 16V 160cv Aut.
022139-2,OUTLANDER 2.2 165cv Diesel Aut.
022140-6,ASX 2.0 16V 4x4 Aut.(By Armura-Blind.)
022141-4,L200 Tri.HLS Chrome Ed. 2.4 CD Flex Mec.
022142-2,ASX 2.0 16V 4x2 Aut.(By Amura-Blind.)
022143-0,Lancer GT 2.0 16V Aut.(By Armura-Blind.)
022144-9,Lancer HL 2.0 16V Aut.(By Armura-Blind.)
022145-7,Lancer HLE 2.0 16V Aut.(By Armura-Blind)
022146-5,ASX O NEILL 2.0 16V 160cv Aut.
022147-3,Pajero HPE-S 3.2 4x4 T.I.Diesel 5p Aut.
022148-1,Lancer HL-T 2.0 16V 160cv Aut.
022149-0,ASX OUTDOOR 2.0 4X4 16V 160 cv Mec.
022150-3,L200 Triton Savana 3.2 CD TBI Dies. Aut.
022151-1,L200 Triton OUTDOOR 2.4 16V CD Flex Mec.
022152-0,L200 T.OUTDOOR 3.2 CD TB Int. Dies. Aut.
022153-8,L200 T. OUTDOOR 3.2 CD TB Int.Dies. Mec.
022154-6,L200 Triton KTM 3.2 CD TB Int.Dies. Mec.
022155-4,ASX OUTDOOR 2.0 4x2 16V 160cv Aut.
022156-2,ASX-S 2.0 16V 160cv Aut.
022157-0,Pajero OUTDOOR 3.2 4x4 T.I. Dies.5p Aut.
022158-9,L200 Triton Sport HPE 2.4 CD Diesel Aut.
022159-7,L200 Triton S. HPE FTP 2.4 CD Dies. Aut.
022160-0,L200 Triton Sport GLS 2.4 CD Diesel Mec.
022161-9,OUTLANDER COMFORT 2.0 16V Aut.
022162-7,ASX 2.0 16V 4x2 Flex Aut.
022163-5,ASX 2.0 16V 4x4 Flex Aut.
022164-3,L200 Triton Sport GLS 2.4 CD Diesel Aut.
022165-1,Pajero HD-S 3.2 4x4 T.I. Diesel 5p Mec.
022166-0,L200 Triton Sport GLX 2.4 CD Diesel Mec.
022167-8,L200 Triton Sport HPE-S 2.4 CD Dies. Aut
022168-6,L200 Triton GL 3.2 CD TB Int. Dies. Mec.
022169-4,Eclipse Cross HPE-S 1.5 AWC 165cv Aut.
022170-8,Eclipse Cross HPE-S 1.5 16V 165cv Aut.
022171-6,OUTLANDER HPE 2.0 16V 5p Aut.
022172-4,OUTLANDER HPE-S 3.0 V6 4x4 5p Aut.
022173-2,OUTLANDER HPE-S 2.2 Diesel 4x4 Aut.
022174-0,ASX HPE-S AWD Flex 2.0 16V Aut.
022175-9,ASX HPE AWD 2.0 16V Flex Aut.
022176-7,ASX HPE FWD 2.0 16V Flex Aut.
022177-5,ASX GLS FWD 2.0 16V Flex Aut.
022178-3,Pajero Sport HPE 2.4 4x4 Diesel Aut.
022179-1,OUTLANDER GLS 2.0 16V 5p Aut.
022180-5,L200 Tri. Sport Outd. GLX 2.4 4x4 Diesel
022181-3,Eclipse Cross HPE 1.5 16V 165cv Aut.
022182-1,Eclipse Cross GLS 1.5 16V 165cv Aut.
022183-0,L200 Tri. Sport Outdoor 2.4 CD 4x4 Dies.
022184-8,L200 Triton MotorSports HPE 2.4 Dies.
022185-6,Pajero Sport HPE-S 2.4 4x4 Diesel Aut.
022186-4,L200 Tri. Outd. HPE 2.4 CD 4x4 Die. Aut.
022187-2,L200 Tri. Out. HPE-S 2-4 CD 4X4 Die. Aut
022188-0,L200 Tri. Outdo. GLS 2.4 CD 4x4 Die. Aut
022189-9,L200 Tri. Outd. GLX 2.4 CD 4x4 Die. Mec.
022190-2,OUTLANDER Sport GLS 2.0 16V Flex Aut.
022191-0,OUTLANDER Sport HPE 4x4 2.0 16V Flex Aut
022192-9,OUTLANDER Sport HPE 2.0 16V Flex Aut.
022193-7,Eclipse Cross HPE-S Outdoor 1.5 AWC Aut.
022194-5,Eclipse Cross HPE-S Sport 1.5 AWC Aut.
022195-3,L200 Triton Savana 2.4 4x4 Die. Aut.
022196-1,Pajero Full Legend Ed.3.2 T.I. Die. Aut.
022197-0,Eclipse Cross HPE-S Sport 1.5 16V Aut.
022198-8,OUTLANDER Sp. HPE BL.ED 4x4 2.0 Flex Aut
022199-6,OUTLANDER SP. HPE BL.ED 4x2 2.0 Flex Aut
022200-3,OUTLANDER HPE-S BLACK ED. 3.0 4x4 Aut.
022203-8,L200 Tri. Sav. SERTOES 2.4 CD 4x4 Dies.
049001-6,Picape BG-Truck CD Turbo Diesel
023001-4,Pathfinder SE 4x4 3.0 12V Aut./Mec.
023003-0,Pathfinder XE 4x4
023004-9,Pick-Up CD AX/ DX 4x4 Diesel
023005-7,Pick-Up CS DX 4x4 Diesel
023006-5,Pick-Up King Cab DX 2.7 4x2 Diesel
023007-3,Quest GXE/ GLE/ SER
023008-1,Sentra GSX/ EX
023009-0,Maxima 30GV/30GV Aero/ GV 3.0 V6 24V
023010-3,Maxima 30J
023011-1,Frontier DX 3.2 CD Diesel
023012-0,Frontier AX 3.2 CD Diesel
023013-8,Maxima 30G/ GLE 3.0 V6 24V
023014-6,Primera GXE 2.0 16V
023015-4,Maxima GXE 3.0
023016-2,NX 2000
023019-7,Pathfinder SE Titanium 3.3 V6 12V
023020-0,Altima GXE 2.4 16V
023021-9,Altima SE 2.4 16V
023022-7,AX 6.5D Turbo Diesel
023023-5,D-21 Pick-Up CS 4x2/4x4 2.7 Diesel
023024-3,D-21 Pick-Up CD 4x2/4x4 2.7 Diesel
023025-1,Infinit 3.0
023026-0,King-Cab SE 4x4 3.0 V6
023027-8,Maxima SE 3.0 V6
023028-6,Micra 1.0
023029-4,NX 2000 Targa 2.0
023030-8,Quest XE 3.0 V6
023031-6,Stanza XE 2.4 12V
023032-4,SX 240 2.4
023033-2,Terrano II SE 2.7 Diesel
023034-0,Terrano II SLX 2.7 Diesel
023035-9,ZX 300 3.0 BI-Turbo
023036-7,Sentra GXE/ SER
023037-5,Sentra GLE
023038-3,Maxima 30GV Limited 3.0 V6 24V
023039-1,Pathfinder SE Luxo 3.3 V6 12V
023040-5,Pathfinder SE 3.3 V6 12V
023041-3,Frontier AX CD 4x4 2.5 TB Interc. Diesel
023042-1,Pathfinder XE 2.7 TB Diesel
023043-0,Pathfinder SE Luxo 3.5 V6 24V 243cv
023044-8,Frontier XE/ XE TIT. CD 4x2 2.8 TDI Dies
023045-6,Frontier XE/ XE TIT. CD 4x4 2.8 TDI Dies
023046-4,Frontier SE/ SE ONE CD 4x2 2.8 TDI Dies
023047-2,Frontier SE/SE Strik/ONE CD 4x4 2.8 Dies
023048-0,Frontier XE CS 4x2 2.8 TB Interc. Dies.
023049-9,XTerra SE 4x4 2.8 132/140cv TB Int.Dies.
023050-2,XTerra XE 4x4 2.8 132cv TB Int. Diesel
023051-0,350Z 3.5 V6 280cv/ 312cv 2p
023052-9,Frontier SE Serrana CD 4x4 2.8 TB Dies
023053-7,X-TRAIL GX 2.5 16V 180cv 5p
023054-5,Pathfinder LE 2.5 16V TDI Diesel Aut
023055-3,Pathfinder LE 4.0 V6 24V 266cv Aut
023056-1,Frontier XE ATTACK CD 2.8 TDI Diesel
023057-0,XTerra ECOTRIP 4x4 140cv 2.8 TB Int.Dies
023058-8,MURANO SE 3.5 V6 24V 231cv Aut
023059-6,Frontier LE CD 4x4 2.5 TB dies.(Import.)
023060-0,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.
023061-8,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.
023062-6,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.
023063-4,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.
023064-2,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.
023065-0,TIIDA S 1.8/1.8 Flex 16V Mec.
023066-9,TIIDA S 1.8/1.8 Flex 16V Aut.
023067-7,TIIDA SL 1.8/1.8 Flex 16V Mec.
023068-5,TIIDA SL 1.8/1.8 Flex 16V Aut.
023069-3,Frontier SE Vibe CD 2.8 TDI Dies.
023070-7,Frontier SEL CD 4x4 2.5 TB Diesel
023071-5,Frontier SEL CD 4x4 2.5 TB Diesel Aut.
023072-3,Pathfinder SE 4.0 V6 24V 266cv Aut.
023073-1,Pathfinder SE 2.5 16V TDI Diesel Aut.
023074-0,X-TRAIL SE 2.0 16V 138cv Aut.
023075-8,X-TRAIL LE 2.0 16V 138cv Aut.
023076-6,Frontier XE CD 4x2 2.5 TB Diesel
023077-4,Frontier SE/SE Strik CD 4x2 2.5 TB Dies.
023078-2,Frontier SE/SE Strik CD 4x4 2.5 TB Dies.
023079-0,Frontier LE CD 4x4 2.5 TB Diesel Mec.
